Bigram,Name,SumWeights,Holders,DiffEntries,DiffValue
"('PINS', 'UBER')","('Pinterest Inc', 'Uber Technologies Inc')",0.076,"[('FPX', 0.076)]",New,New+0.076
"('005930.KS', 'INTC')","('Samsung Electronics Co Ltd', 'Intel Corp')",0.076,"[('IDRV', 0.076)]",New,New+0.076
"('CVS', 'GM')","('CVS Health Corp', 'General Motors Co')",0.076,"[('SPVU', 0.076)]",New,New+0.076
"('8035', 'ULVR.L')","('Tokyo Electron Ltd', 'Unilever PLC')",0.075,"[('DNL', 0.075)]",New,New+0.075
"('06160', 'GMAB')","('BeiGene Ltd Ordinary Shares', 'Genmab A/S')",0.075,"[('IDNA', 0.075)]",New,New+0.075
"('06160', 'SGEN')","('BeiGene Ltd Ordinary Shares', 'Seagen Inc Ordinary Shares')",0.075,"[('IDNA', 0.075)]",New,New+0.075
"('005930.KS', 'GM')","('Samsung Electronics Co Ltd', 'General Motors Co')",0.075,"[('IDRV', 0.075)]",New,New+0.075
"('005930.KS', 'TSLA')","('Samsung Electronics Co Ltd', 'Tesla Inc')",0.075,"[('IDRV', 0.075)]",New,New+0.075
"('00268', '00285')","('Kingdee International Software Group Co Ltd', 'BYD Electronic (International) Co Ltd')",0.074,"[('CHIK', 0.074)]",New,New+0.074
"('ANTM', 'BAC')","('Anthem Inc', 'Bank of America Corp')",0.074,"[('SPVU', 0.074)]",New,New+0.074
"('00285', '00992')","('BYD Electronic (International) Co Ltd', 'Lenovo Group Ltd')",0.072,"[('CHIK', 0.072)]",New,New+0.072
"('CNR.TO', 'RIO.AX')","('Canadian National Railway Co', 'Rio Tinto Ltd')",0.072,"[('DNL', 0.072)]",New,New+0.072
"('2330.TW', 'CNR.TO')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Canadian National Railway Co')",0.072,"[('DNL', 0.072)]",New,New+0.072
"('PGHN', 'RIO.AX')","('Partners Group Holding AG', 'Rio Tinto Ltd')",0.072,"[('DNL', 0.072)]",New,New+0.072
"('2330.TW', 'PGHN')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Partners Group Holding AG')",0.072,"[('DNL', 0.072)]",New,New+0.072
"('SSE.L', 'XEL')","('SSE PLC', 'Xcel Energy Inc')",0.072,"[('ICLN', 0.072)]",New,New+0.072
"('CEMEXCPO.M', 'GAPB.MX')","('Cemex SAB de CV', 'Grupo Aeroportuario del Pacifico SAB de CV Class B')",0.071,"[('EWW', 0.071)]",New,New+0.071
"('NEE', 'SSE.L')","('NextEra Energy Inc', 'SSE PLC')",0.071,"[('ICLN', 0.071)]",New,New+0.071
"('C', 'CI')","('Citigroup Inc', 'Cigna Corp')",0.071,"[('SPVU', 0.071)]",New,New+0.071
"('CNR.TO', 'ULVR.L')","('Canadian National Railway Co', 'Unilever PLC')",0.07,"[('DNL', 0.07)]",New,New+0.07
"('NOVO B', 'REL.L')","('Novo Nordisk A/S B', 'RELX PLC')",0.07,"[('DNL', 0.07)]",New,New+0.07
"('PGHN', 'ULVR.L')","('Partners Group Holding AG', 'Unilever PLC')",0.07,"[('DNL', 0.07)]",New,New+0.07
"('GAPB.MX', 'TLEVISACPO')","('Grupo Aeroportuario del Pacifico SAB de CV Class B', 'Grupo Televisa SAB')",0.07,"[('EWW', 0.07)]",New,New+0.07
"('CTVA', 'VZ')","('Corteva Inc', 'Verizon Communications Inc')",0.07,"[('HKND', 0.07)]",New,New+0.07
"('SEDG', 'SSE.L')","('SolarEdge Technologies Inc', 'SSE PLC')",0.07,"[('ICLN', 0.07)]",New,New+0.07
"('IBE.BC', 'SSE.L')","('Iberdrola SA', 'SSE PLC')",0.07,"[('ICLN', 0.07)]",New,New+0.07
"('01177.HK', '01833')","('Sino Biopharmaceutical Ltd', 'Ping An Healthcare And Technology Co Ltd Ordinary Shares')",0.069,"[('CHIH', 0.069)]",New,New+0.069
"('2454.TW', '2603.TW')","('MediaTek Inc', 'Evergreen Marine Corp (Taiwan) Ltd')",0.069,"[('EWT', 0.069)]",New,New+0.069
"('ENEL.MI', 'SSE.L')","('Enel SpA', 'SSE PLC')",0.069,"[('ICLN', 0.069)]",New,New+0.069
"('ASML', 'CNR.TO')","('ASML Holding NV ADR', 'Canadian National Railway Co')",0.068,"[('DNL', 0.068)]",New,New+0.068
"('BA', 'FB')","('Boeing Co', 'Facebook Inc A')",0.068,"[('EQOP', 0.068)]",New,New+0.068
"('FB', 'REGN')","('Facebook Inc A', 'Regeneron Pharmaceuticals Inc')",0.068,"[('EQOP', 0.068)]",New,New+0.068
"('2317.TW', '2603.TW')","('Hon Hai Precision Industry Co Ltd', 'Evergreen Marine Corp (Taiwan) Ltd')",0.068,"[('EWT', 0.068)]",New,New+0.068
"('GAPB.MX', 'GMEXICOB.M')","('Grupo Aeroportuario del Pacifico SAB de CV Class B', 'Grupo Mexico SAB de CV')",0.068,"[('EWW', 0.068)]",New,New+0.068
"('ASURB.MX', 'TLEVISACPO')","('Grupo Aeroportuario del Sureste SAB de CV Class B', 'Grupo Televisa SAB')",0.068,"[('EWW', 0.068)]",New,New+0.068
"('ASURB.MX', 'CEMEXCPO.M')","('Grupo Aeroportuario del Sureste SAB de CV Class B', 'Cemex SAB de CV')",0.068,"[('EWW', 0.068)]",New,New+0.068
"('LIN.L', 'SU.PA')","('Linde PLC', 'Schneider Electric SE')",0.068,"[('FEZ', 0.068)]",New,New+0.068
"('DAI.DE', 'QCOM')","('Daimler AG', 'Qualcomm Inc')",0.068,"[('IDRV', 0.068)]",New,New+0.068
"('005930.KS', 'QCOM')","('Samsung Electronics Co Ltd', 'Qualcomm Inc')",0.068,"[('IDRV', 0.068)]",New,New+0.068
"('NOVO B', 'SMSN.KS')","('Novo Nordisk A/S B', 'Samsung Electronics Co Ltd GDR')",0.067,"[('DSTX', 0.067)]",New,New+0.067
"('CI', 'GM')","('Cigna Corp', 'General Motors Co')",0.067,"[('SPVU', 0.067)]",New,New+0.067
"('00285', 'GDS')","('BYD Electronic (International) Co Ltd', 'GDS Holdings Ltd ADR')",0.066,"[('CHIK', 0.066)]",New,New+0.066
"('GM', 'QCOM')","('General Motors Co', 'Qualcomm Inc')",0.066,"[('IDRV', 0.066)]",New,New+0.066
"('9433', 'SMSN.KS')","('KDDI Corp', 'Samsung Electronics Co Ltd GDR')",0.065,"[('DSTX', 0.065)]",New,New+0.065
"('ASURB.MX', 'GMEXICOB.M')","('Grupo Aeroportuario del Sureste SAB de CV Class B', 'Grupo Mexico SAB de CV')",0.065,"[('EWW', 0.065)]",New,New+0.065
"('000270.KS', '035420.KS')","('Kia Corp', 'NAVER Corp')",0.065,"[('EWY', 0.065)]",New,New+0.065
"('TW', 'ZM')","('Tradeweb Markets Inc', 'Zoom Video Communications Inc')",0.065,"[('FPX', 0.065)]",New,New+0.065
"('DE', 'VZ')","('Deere & Co', 'Verizon Communications Inc')",0.065,"[('HKND', 0.065)]",New,New+0.065
"('7974', 'SHOP.TO')","('Nintendo Co Ltd', 'Shopify Inc A')",0.065,"[('IDMO', 0.065)]",New,New+0.065
"('CNR.TO', 'NOVO B')","('Canadian National Railway Co', 'Novo Nordisk A/S B')",0.064,"[('DNL', 0.064)]",New,New+0.064
"('9434', 'SMSN.KS')","('SoftBank Corp', 'Samsung Electronics Co Ltd GDR')",0.064,"[('DSTX', 0.064)]",New,New+0.064
"('DOCU', 'TW')","('DocuSign Inc', 'Tradeweb Markets Inc')",0.064,"[('FPX', 0.064)]",New,New+0.064
"('AAPL', 'CTVA')","('Apple Inc', 'Corteva Inc')",0.064,"[('HKND', 0.064)]",New,New+0.064
"('00241', '01833')","('Alibaba Health Information Technology Ltd', 'Ping An Healthcare And Technology Co Ltd Ordinary Shares')",0.063,"[('CHIH', 0.063)]",New,New+0.063
"('8035', 'REL.L')","('Tokyo Electron Ltd', 'RELX PLC')",0.063,"[('DNL', 0.063)]",New,New+0.063
"('FMG.AX', 'SMSN.KS')","('Fortescue Metals Group Ltd', 'Samsung Electronics Co Ltd GDR')",0.063,"[('DSTX', 0.063)]",New,New+0.063
"('BSY', 'UI')","('Bentley Systems Inc Ordinary Shares - Class B', 'Ubiquiti Inc')",0.063,"[('JSMD', 0.063)]",New,New+0.063
"('FAST', 'NUE')","('Fastenal Co', 'Nucor Corp')",0.063,"[('PAVE', 0.063)]",New,New+0.063
"('ITX.BC', 'SMSN.KS')","('Industria De Diseno Textil SA', 'Samsung Electronics Co Ltd GDR')",0.062,"[('DSTX', 0.062)]",New,New+0.062
"('SMSN.KS', 'SU.PA')","('Samsung Electronics Co Ltd GDR', 'Schneider Electric SE')",0.062,"[('DSTX', 0.062)]",New,New+0.062
