Bigram,Name,NumAppearances,Holders,DiffEntries,DiffValue
"('GOOGL', 'MA')","('Alphabet Inc A', 'Mastercard Inc A')",19,"[('LCG', 0.136), ('PGRO', 0.1), ('VNSE', 0.097), ('ESGY', 0.092), ('OPPX', 0.087)]",10,0.0
"('005930.KS', '03690')","('Samsung Electronics Co Ltd', 'Meituan')",18,"[('EEMO', 0.169), ('AIA', 0.146), ('DMRE', 0.091), ('BKEM', 0.072), ('XSOE', 0.072)]",12,0.0
"('01299.HK', 'TM')","('AIA Group Ltd', 'Toyota Motor Corp ADR')",18,"[('IPAC', 0.046), ('CEFA', 0.027), ('IQSI', 0.027), ('LCTD', 0.023), ('JHMD', 0.022)]",9,0.0
"('01299.HK', 'ROG')","('AIA Group Ltd', 'Roche Holding AG')",18,"[('VIGI', 0.072), ('IQLT', 0.06), ('IQSI', 0.032), ('LCTD', 0.028), ('EFAX', 0.026)]",9,0.0
"('005930.KS', 'INFY.BO')","('Samsung Electronics Co Ltd', 'Infosys Ltd')",17,"[('KEMX', 0.094), ('XCEM', 0.089), ('EMXC', 0.078), ('DMRE', 0.065), ('XSOE', 0.063)]",13,0.0
"('SAP.DE', 'TM')","('SAP SE', 'Toyota Motor Corp ADR')",17,"[('FIVA', 0.034), ('CEFA', 0.027), ('IQSI', 0.027), ('BBIN', 0.021), ('BKIE', 0.021)]",15,0.0
"('01299.HK', 'MC.PA')","('AIA Group Ltd', 'LVMH Moet Hennessy Louis Vuitton SE')",17,"[('IMTM', 0.058), ('JIG', 0.057), ('CEFA', 0.025), ('EFAX', 0.023), ('ESGD', 0.022)]",15,0.0
"('005930.KS', '00939')","('Samsung Electronics Co Ltd', 'China Construction Bank Corp Class H')",16,"[('AIA', 0.131), ('DMRE', 0.065), ('BKEM', 0.059), ('AAXJ', 0.056), ('EEMA', 0.054)]",16,0.0
"('BABA', 'JD')","('Alibaba Group Holding Ltd ADR', 'JD.com Inc ADR')",16,"[('ADRE', 0.242), ('KNGS', 0.194), ('EWEB', 0.164), ('PGJ', 0.164), ('KWEB', 0.154)]",15,0.0
"('FB', 'HD')","('Facebook Inc A', 'The Home Depot Inc')",16,"[('AMOM', 0.135), ('IWY', 0.069), ('RECS', 0.069), ('ESG', 0.063), ('SPUS', 0.061)]",18,0.0
"('DAPXX', 'FGTXX')","('Dreyfus Government Secs Cash Mgmt Admin', 'Goldman Sachs FS Government Instl')",16,"[('SPXS', 0.741), ('TECS', 0.642), ('LBJ', 0.501), ('ERY', 0.317), ('TYD', 0.251)]",22,0.0
"('HD', 'NVDA')","('The Home Depot Inc', 'NVIDIA Corp')",16,"[('VIRS', 0.103), ('ESGY', 0.06), ('USXF', 0.051), ('IWY', 0.048), ('ESGA', 0.044)]",23,0.0
"('AAPL', 'TGT')","('Apple Inc', 'Target Corp')",15,"[('VSMV', 0.106), ('IEDI', 0.085), ('ACIO', 0.078), ('SIXA', 0.071), ('SIXH', 0.068)]",20,0.0
"('BIDU', 'JD')","('Baidu Inc ADR', 'JD.com Inc ADR')",15,"[('PGJ', 0.162), ('ARKQ', 0.115), ('KWEB', 0.105), ('ECON', 0.097), ('FNI', 0.081)]",21,0.0
"('NESN', 'RY.TO')","('Nestle SA', 'Royal Bank of Canada')",15,"[('QLVD', 0.063), ('IGRO', 0.062), ('IQDE', 0.042), ('VYMI', 0.041), ('IQDF', 0.03)]",21,0.0
"('TM', 'ULVR.L')","('Toyota Motor Corp ADR', 'Unilever PLC')",15,"[('VYMI', 0.03), ('IQSI', 0.027), ('LCTD', 0.023), ('BBIN', 0.021), ('DMRI', 0.021)]",21,0.0
"('01299.HK', 'SAP.DE')","('AIA Group Ltd', 'SAP SE')",15,"[('VIGI', 0.063), ('DMXF', 0.032), ('IQSI', 0.023), ('CEFA', 0.021), ('ESGD', 0.02)]",22,0.0
"('01299.HK', 'NOVN')","('AIA Group Ltd', 'Novartis AG')",15,"[('VIGI', 0.068), ('EFAX', 0.022), ('LCTD', 0.022), ('BBIN', 0.021), ('BKIE', 0.021)]",20,0.0
"('ASML', 'OR.PA')","('ASML Holding NV ADR', ""L'Oreal SA"")",15,"[('HEDJ', 0.1), ('HEZU', 0.071), ('IDHQ', 0.07), ('JIG', 0.065), ('PTEU', 0.063)]",20,0.0
"('03690', 'BABA')","('Meituan', 'Alibaba Group Holding Ltd ADR')",15,"[('FDNI', 0.19), ('KWEB', 0.176), ('EWEB', 0.172), ('KESG', 0.164), ('GXC', 0.161)]",20,0.0
"('MSFT', 'ORCL')","('Microsoft Corp', 'Oracle Corp')",14,"[('TDIV', 0.123), ('VSMV', 0.1), ('RFDA', 0.093), ('SKYY', 0.07), ('AIQ', 0.069)]",17,0.0
"('AAPL', 'VZ')","('Apple Inc', 'Verizon Communications Inc')",14,"[('VSMV', 0.101), ('DGRW', 0.087), ('QLV', 0.074), ('HKND', 0.071), ('OUSA', 0.066)]",15,0.0
"('01299.HK', 'AZN.L')","('AIA Group Ltd', 'AstraZeneca PLC ADR')",14,"[('DMXF', 0.033), ('IQSI', 0.023), ('EFAX', 0.019), ('ESGD', 0.019), ('BKIE', 0.018)]",15,0.0
"('NVDA', 'UNH')","('NVIDIA Corp', 'UnitedHealth Group Inc')",14,"[('VEGN', 0.081), ('CACG', 0.077), ('LRGE', 0.067), ('FGRO', 0.047), ('SCHG', 0.047)]",17,0.0
"('AMZN', 'BABA')","('Amazon.com Inc', 'Alibaba Group Holding Ltd ADR')",14,"[('ONLN', 0.378), ('CLIX', 0.358), ('FNGS', 0.2), ('KNGS', 0.19), ('PNQI', 0.155)]",17,0.0
"('BAC', 'MSFT')","('Bank of America Corp', 'Microsoft Corp')",14,"[('RFDA', 0.097), ('SPHQ', 0.095), ('PVAL', 0.091), ('YLDE', 0.086), ('RAFE', 0.073)]",19,0.0
"('ROG', 'RY.TO')","('Roche Holding AG', 'Royal Bank of Canada')",13,"[('QLVD', 0.06), ('IQDE', 0.049), ('IQDF', 0.032), ('TTAI', 0.03), ('VYMI', 0.029)]",22,0.0
"('MSFT', 'TXN')","('Microsoft Corp', 'Texas Instruments Inc')",13,"[('AVDG', 0.153), ('TDIV', 0.124), ('IVLC', 0.093), ('VNSE', 0.091), ('JHMT', 0.084)]",22,0.0
"('00700', 'BIDU')","('Tencent Holdings Ltd', 'Baidu Inc ADR')",13,"[('CHIC', 0.19), ('CQQQ', 0.178), ('FLCH', 0.17), ('MCHI', 0.15), ('CXSE', 0.147)]",23,0.0
"('MSFT', 'VZ')","('Microsoft Corp', 'Verizon Communications Inc')",13,"[('VSMV', 0.098), ('DGRW', 0.094), ('OUSA', 0.091), ('HKND', 0.08), ('QLV', 0.072)]",23,0.0
"('6758', '6861')","('Sony Group Corp', 'Keyence Corp')",13,"[('HEWJ', 0.056), ('DBJP', 0.052), ('BBJP', 0.048), ('FLJH', 0.047), ('FLJP', 0.047)]",22,0.0
"('AVB', 'PLD')","('AvalonBay Communities Inc', 'Prologis Inc')",13,"[('REIT', 0.177), ('SPRE', 0.17), ('XLRE', 0.125), ('BBRE', 0.105), ('FRI', 0.105)]",20,0.0
"('AVB', 'PSA')","('AvalonBay Communities Inc', 'Public Storage')",13,"[('REZ', 0.168), ('SPRE', 0.151), ('NURE', 0.102), ('GQRE', 0.086), ('XLRE', 0.08)]",18,0.0
"('INFY.BO', 'TCS.BO')","('Infosys Ltd', 'Tata Consultancy Services Ltd')",13,"[('PIN', 0.148), ('INDY', 0.137), ('INDA', 0.134), ('FLIN', 0.124), ('EPI', 0.113)]",23,0.0
"('CSCO', 'PG')","('Cisco Systems Inc', 'Procter & Gamble Co')",13,"[('ZIG', 0.097), ('HDV', 0.092), ('DURA', 0.079), ('SPHQ', 0.074), ('OUSA', 0.07)]",23,0.0
"('AAPL', 'BAC')","('Apple Inc', 'Bank of America Corp')",13,"[('SPHQ', 0.095), ('DIVB', 0.074), ('YLDE', 0.074), ('RFDA', 0.072), ('PALC', 0.071)]",23,0.0
"('AAPL', 'LLY')","('Apple Inc', 'Eli Lilly and Co')",13,"[('HART', 0.11), ('QDEF', 0.103), ('PLDR', 0.092), ('TSPA', 0.07), ('RFDA', 0.069)]",24,0.0
"('AAPL', 'WMT')","('Apple Inc', 'Walmart Inc')",13,"[('IEDI', 0.104), ('VSMV', 0.103), ('XOUT', 0.102), ('GSPY', 0.077), ('RWL', 0.073)]",21,0.0
"('TGT', 'WMT')","('Target Corp', 'Walmart Inc')",12,"[('FTXD', 0.104), ('IEDI', 0.09), ('AMOM', 0.088), ('GBLO', 0.087), ('VSMV', 0.073)]",22,0.0
"('00700', 'NTES')","('Tencent Holdings Ltd', 'NetEase Inc ADR')",12,"[('CHIC', 0.192), ('CXSE', 0.145), ('GXC', 0.137), ('KWEB', 0.134), ('ESPO', 0.128)]",20,0.0
"('ENB.TO', 'TRP.TO')","('Enbridge Inc', 'TC Energy Corp')",12,"[('ENFR', 0.177), ('MLPX', 0.174), ('EINC', 0.16), ('TPYP', 0.15), ('USAI', 0.143)]",20,0.0
"('01299.HK', 'ULVR.L')","('AIA Group Ltd', 'Unilever PLC')",12,"[('IQLT', 0.039), ('IQSI', 0.023), ('LCTD', 0.022), ('EFAX', 0.019), ('GSID', 0.018)]",20,0.0
"('PG', 'TSLA')","('Procter & Gamble Co', 'Tesla Inc')",12,"[('UGE', 0.181), ('HLAL', 0.064), ('ESG', 0.046), ('SFY', 0.045), ('SPUS', 0.044)]",20,0.0
"('ALV.DE', 'SIE.DE')","('Allianz SE', 'Siemens AG')",12,"[('DAX', 0.156), ('FLGR', 0.139), ('HEWG', 0.139), ('DBGR', 0.132), ('DXGE', 0.125)]",21,0.0
"('GOOGL', 'INTC')","('Alphabet Inc A', 'Intel Corp')",12,"[('IDRV', 0.083), ('EKAR', 0.07), ('SDGA', 0.07), ('DRIV', 0.069), ('GSPY', 0.061)]",25,0.0
"('NVDA', 'QCOM')","('NVIDIA Corp', 'Qualcomm Inc')",12,"[('USD', 0.225), ('SOXQ', 0.175), ('SMH', 0.151), ('WUGI', 0.135), ('SOXL', 0.131)]",29,0.0
"('BABA', 'GOOGL')","('Alibaba Group Holding Ltd ADR', 'Alphabet Inc A')",12,"[('FNGS', 0.2), ('DUSA', 0.155), ('PNQI', 0.153), ('PLAT', 0.108), ('DWLD', 0.101)]",29,0.0
"('AAPL', 'NKE')","('Apple Inc', 'Nike Inc B')",12,"[('HART', 0.109), ('PGRO', 0.108), ('IEDI', 0.092), ('LUXE', 0.078), ('EDOW', 0.075)]",29,0.0
"('LLY', 'MSFT')","('Eli Lilly and Co', 'Microsoft Corp')",12,"[('PLDR', 0.106), ('RFDA', 0.094), ('PVAL', 0.077), ('TSPA', 0.07), ('RFFC', 0.068)]",30,0.0
"('FB', 'MA')","('Facebook Inc A', 'Mastercard Inc A')",12,"[('VNSE', 0.111), ('TCHP', 0.091), ('JOYY', 0.08), ('QUAL', 0.075), ('PGRO', 0.073)]",30,0.0
"('005930.KS', 'RELIANCE.B')","('Samsung Electronics Co Ltd', 'Reliance Industries Ltd Shs Dematerialised')",11,"[('KEMX', 0.094), ('EMXC', 0.08), ('BKEM', 0.061), ('AAXJ', 0.058), ('FLAX', 0.056)]",32,0.0
"('2330.TW', 'ROG')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Roche Holding AG')",11,"[('IQDE', 0.05), ('FLQD', 0.043), ('IQDF', 0.041), ('VSGX', 0.031), ('ACWX', 0.029)]",33,0.0
"('00700', 'NESN')","('Tencent Holdings Ltd', 'Nestle SA')",11,"[('JIG', 0.08), ('VIGI', 0.076), ('IQDE', 0.04), ('VSGX', 0.034), ('ACWX', 0.029)]",31,0.0
"('005930.KS', 'TM')","('Samsung Electronics Co Ltd', 'Toyota Motor Corp ADR')",11,"[('IDRV', 0.08), ('ISDX', 0.035), ('FNDF', 0.034), ('HFXI', 0.029), ('PBDM', 0.028)]",33,0.0
"('005930.KS', 'ROG')","('Samsung Electronics Co Ltd', 'Roche Holding AG')",11,"[('HFXI', 0.032), ('PBDM', 0.031), ('ISDX', 0.03), ('SCHF', 0.028), ('PXF', 0.025)]",31,0.0
"('PYPL', 'SQ')","('PayPal Holdings Inc', 'Square Inc A')",11,"[('FINX', 0.153), ('ARKF', 0.148), ('DAPP', 0.13), ('IPAY', 0.13), ('TPAY', 0.099)]",35,0.0
"('6861', '9984')","('Keyence Corp', 'SoftBank Group Corp')",11,"[('IDMO', 0.05), ('FLJH', 0.047), ('HEWJ', 0.047), ('DBJP', 0.044), ('FLJP', 0.043)]",39,0.0
"('9984', 'TM')","('SoftBank Group Corp', 'Toyota Motor Corp ADR')",11,"[('EWJV', 0.119), ('BBJP', 0.069), ('FLJH', 0.069), ('FLJP', 0.069), ('HEWJ', 0.069)]",36,0.0
"('6758', '9984')","('Sony Group Corp', 'SoftBank Group Corp')",11,"[('FLJH', 0.055), ('HEWJ', 0.053), ('FLJP', 0.051), ('DBJP', 0.05), ('GSJY', 0.048)]",36,0.0
"('AVB', 'EQIX')","('AvalonBay Communities Inc', 'Equinix Inc')",11,"[('SPRE', 0.168), ('REIT', 0.159), ('XLRE', 0.108), ('FRI', 0.091), ('BBRE', 0.09)]",38,0.0
"('005930.KS', 'NPN.JO')","('Samsung Electronics Co Ltd', 'Naspers Ltd Class N')",11,"[('KEMX', 0.096), ('XCEM', 0.085), ('EMXC', 0.081), ('DMRE', 0.069), ('XSOE', 0.065)]",42,0.0
"('005930.KS', 'VALE3.SA')","('Samsung Electronics Co Ltd', 'Vale SA')",11,"[('XCEM', 0.091), ('KEMX', 0.09), ('EMXC', 0.08), ('BKEM', 0.059), ('FDEM', 0.055)]",43,0.0
"('AAPL', 'PFE')","('Apple Inc', 'Pfizer Inc')",11,"[('HLAL', 0.177), ('QDYN', 0.108), ('USMC', 0.091), ('FDRR', 0.08), ('DGRW', 0.078)]",46,0.0
"('MSFT', 'WFC')","('Microsoft Corp', 'Wells Fargo & Co')",11,"[('RAFE', 0.09), ('TSPA', 0.072), ('FTHI', 0.068), ('FTLB', 0.068), ('FDVV', 0.065)]",47,0.0
"('BABA', 'FB')","('Alibaba Group Holding Ltd ADR', 'Facebook Inc A')",11,"[('KNGS', 0.291), ('FNGS', 0.2), ('PNQI', 0.155), ('DWLD', 0.098), ('DUSA', 0.097)]",53,0.0
"('AMZN', 'MA')","('Amazon.com Inc', 'Mastercard Inc A')",11,"[('TCHP', 0.131), ('TGRW', 0.125), ('PGRO', 0.108), ('VNSE', 0.103), ('ESGY', 0.095)]",56,0.0
"('AAPL', 'XOM')","('Apple Inc', 'Exxon Mobil Corp')",11,"[('HLAL', 0.181), ('FDVV', 0.071), ('IUS', 0.071), ('FLRG', 0.07), ('FNDX', 0.064)]",56,0.0
"('AVGO', 'TXN')","('Broadcom Inc', 'Texas Instruments Inc')",11,"[('FTXL', 0.155), ('SOXQ', 0.154), ('USD', 0.127), ('TDIV', 0.118), ('SOXL', 0.116)]",57,0.0
"('MSFT', 'TGT')","('Microsoft Corp', 'Target Corp')",10,"[('VSMV', 0.103), ('ACIO', 0.074), ('RFFC', 0.068), ('QUAL', 0.062), ('LRGF', 0.055)]",57,0.0
"('00700', 'ROG')","('Tencent Holdings Ltd', 'Roche Holding AG')",10,"[('VIGI', 0.075), ('IQDE', 0.048), ('IQDF', 0.031), ('VSGX', 0.03), ('ACWX', 0.025)]",57,0.0
"('INFY.BO', 'JD')","('Infosys Ltd', 'JD.com Inc ADR')",10,"[('FNI', 0.114), ('ADRE', 0.078), ('RFEM', 0.036), ('BKF', 0.03), ('GMF', 0.025)]",59,0.0
"('BIDU', 'NTES')","('Baidu Inc ADR', 'NetEase Inc ADR')",10,"[('CHIC', 0.202), ('PGJ', 0.117), ('ECON', 0.093), ('KWEB', 0.083), ('ADRE', 0.053)]",56,0.0
"('BABA', 'BIDU')","('Alibaba Group Holding Ltd ADR', 'Baidu Inc ADR')",10,"[('ADRE', 0.234), ('FNGS', 0.2), ('PGJ', 0.161), ('KWEB', 0.136), ('GXC', 0.13)]",56,0.0
"('XLK', 'XLY')","('SPDR Select Sector Fund - Techn', 'SPDR Select Sector Fund - Consu')",10,"[('SSUS', 0.367), ('MPRO', 0.305), ('AESR', 0.218), ('TDSB', 0.212), ('TDSD', 0.202)]",57,0.0
"('ACN', 'MSFT')","('Accenture PLC Class A', 'Microsoft Corp')",10,"[('VNSE', 0.084), ('TDVG', 0.072), ('AIQ', 0.066), ('CCOR', 0.053), ('LVOL', 0.053)]",60,0.0
"('ASML', 'RY.TO')","('ASML Holding NV ADR', 'Royal Bank of Canada')",10,"[('IMTM', 0.073), ('IQDY', 0.036), ('TTAI', 0.029), ('PXUS', 0.024), ('IDEV', 0.019)]",60,0.0
"('RY.TO', 'TD.TO')","('Royal Bank of Canada', 'The Toronto-Dominion Bank')",10,"[('FLCA', 0.162), ('BBCA', 0.142), ('HEWC', 0.14), ('IGRO', 0.06), ('IMTM', 0.041)]",60,0.0
"('6861', 'TM')","('Keyence Corp', 'Toyota Motor Corp ADR')",10,"[('HEWJ', 0.072), ('BBJP', 0.071), ('DBJP', 0.067), ('FLJP', 0.065), ('FLJH', 0.06)]",62,0.0
"('6758', 'TM')","('Sony Group Corp', 'Toyota Motor Corp ADR')",10,"[('HEWJ', 0.078), ('BBJP', 0.077), ('DBJP', 0.073), ('FLJP', 0.073), ('FLJH', 0.068)]",60,0.0
"('AVB', 'WELL')","('AvalonBay Communities Inc', 'Welltower Inc')",10,"[('REZ', 0.144), ('XLRE', 0.068), ('BBRE', 0.057), ('FRI', 0.057), ('USRT', 0.057)]",59,0.0
"('AVB', 'EQR')","('AvalonBay Communities Inc', 'Equity Residential')",10,"[('REZ', 0.129), ('SPRE', 0.09), ('PPTY', 0.072), ('GQRE', 0.07), ('BBRE', 0.051)]",54,0.0
"('CROX', 'LSCC')","('Crocs Inc', 'Lattice Semiconductor Corp')",10,"[('FLQS', 0.019), ('IWO', 0.01), ('VTWG', 0.01), ('ISCG', 0.008), ('DFAS', 0.007)]",56,0.0
"('CROX', 'NTLA')","('Crocs Inc', 'Intellia Therapeutics Inc')",10,"[('FNY', 0.021), ('IWO', 0.012), ('VTWG', 0.012), ('FNX', 0.011), ('ISCG', 0.009)]",56,0.0
"('CRWD', 'FTNT')","('CrowdStrike Holdings Inc Class A', 'Fortinet Inc')",10,"[('BUG', 0.125), ('CIBR', 0.095), ('WCBR', 0.095), ('IHAK', 0.09), ('QQQN', 0.077)]",56,0.0
"('CRWD', 'ZS')","('CrowdStrike Holdings Inc Class A', 'Zscaler Inc')",10,"[('VCLO', 0.269), ('LRNZ', 0.181), ('BUG', 0.131), ('CIBR', 0.127), ('IHAK', 0.091)]",56,0.0
"('MSFT', 'XOM')","('Microsoft Corp', 'Exxon Mobil Corp')",10,"[('FDVV', 0.069), ('FLRG', 0.065), ('PFM', 0.061), ('CCOR', 0.054), ('IUS', 0.05)]",58,0.0
"('OR.PA', 'SAP.DE')","(""L'Oreal SA"", 'SAP SE')",10,"[('IDHQ', 0.047), ('HEZU', 0.046), ('EURZ', 0.045), ('PTEU', 0.043), ('DBEZ', 0.039)]",58,0.0
"('ALV.DE', 'SAP.DE')","('Allianz SE', 'SAP SE')",10,"[('DAX', 0.173), ('FLGR', 0.159), ('HEWG', 0.156), ('DBGR', 0.147), ('DXGE', 0.122)]",56,0.0
"('02318', '2330.TW')","('Ping An Insurance (Group) Co. of China Ltd Class H', 'Taiwan Semiconductor Manufacturing Co Ltd')",10,"[('EMSG', 0.121), ('ESGE', 0.075), ('EMXF', 0.072), ('RESE', 0.07), ('JEMA', 0.067)]",56,0.0
"('MSFT', 'PFE')","('Microsoft Corp', 'Pfizer Inc')",10,"[('OUSA', 0.087), ('DGRW', 0.085), ('FDRR', 0.077), ('QDYN', 0.076), ('FTHI', 0.069)]",55,0.0
"('AAPL', 'T')","('Apple Inc', 'AT&T Inc')",10,"[('USMC', 0.087), ('IUS', 0.073), ('DIVB', 0.07), ('KVLE', 0.058), ('FNDX', 0.054)]",54,0.0
"('AAPL', 'WFC')","('Apple Inc', 'Wells Fargo & Co')",10,"[('QLC', 0.089), ('FTHI', 0.072), ('FTLB', 0.072), ('TSPA', 0.072), ('DIVB', 0.07)]",54,0.0
"('TSLA', 'UNH')","('Tesla Inc', 'UnitedHealth Group Inc')",10,"[('VEGN', 0.075), ('NACP', 0.051), ('SCHG', 0.048), ('FDMO', 0.034), ('SPXT', 0.034)]",75,0.0
"('ADBE', 'TSLA')","('Adobe Inc', 'Tesla Inc')",10,"[('NULG', 0.062), ('HLAL', 0.061), ('NUSI', 0.06), ('QQQM', 0.059), ('ESGY', 0.057)]",74,0.0
"('JNJ', 'MA')","('Johnson & Johnson', 'Mastercard Inc A')",10,"[('QLV', 0.084), ('QUAL', 0.056), ('QARP', 0.042), ('FDRR', 0.039), ('QUS', 0.039)]",75,0.0
"('BHP.AX', 'RIO.L')","('BHP Group Ltd ADR', 'Rio Tinto PLC')",10,"[('PICK', 0.174), ('IHDG', 0.125), ('IQDG', 0.124), ('MXI', 0.074), ('GUNR', 0.072)]",73,0.0
"('AAPL', 'CMCSA')","('Apple Inc', 'Comcast Corp Class A')",9,"[('QYLG', 0.128), ('ACSI', 0.125), ('ONEQ', 0.107), ('YLDE', 0.074), ('FDLO', 0.073)]",73,0.0
"('2330.TW', 'NESN')","('Taiwan Semiconductor Manufacturing Co Ltd', 'Nestle SA')",9,"[('IQDE', 0.043), ('IQDF', 0.038), ('VSGX', 0.035), ('ACWX', 0.032), ('HAWX', 0.032)]",73,0.0
